2.A.23.3.1	Alanine	205	concoct_megahit_6_243_1
2.A.23.3.2	Alanine	213	concoct_megahit_6_243_1
2.A.25.1.10	Alanine	218	concoct_megahit_6_150_17
2.A.25.1.3	Alanine	335	concoct_megahit_6_150_17
2.A.25.1.5	Alanine	199	concoct_megahit_6_150_17
2.A.25.1.9	Alanine	348	concoct_megahit_6_150_17
3.A.1.12.1	Alanine	330	concoct_megahit_6_215_2
3.A.1.3.2	Alanine	333	concoct_megahit_6_47_6
3.A.1.3.23	Alanine	244	concoct_megahit_6_184_2
3.A.1.4.1	Alanine	325	concoct_megahit_6_263_12
3.A.1.4.1	Phenylalanine	325	concoct_megahit_6_263_12
3.A.1.4.10	Alanine	325	concoct_megahit_6_263_12
3.A.1.4.2	Alanine	210	concoct_megahit_6_263_9
3.A.1.4.8	Alanine	266	concoct_megahit_6_263_9
3.A.1.5.3	Alanine	309	concoct_megahit_6_108_7
3.A.1.5.38	Alanine	253	concoct_megahit_6_108_6
2.A.25.1.10	Alanine	263	concoct_spades_11_4_4
2.A.25.1.2	Alanine	177	concoct_spades_11_4_4
2.A.25.1.3	Alanine	427	concoct_spades_11_4_4
2.A.25.1.5	Alanine	244	concoct_spades_11_4_4
2.A.25.1.9	Alanine	419	concoct_spades_11_4_4
2.A.3.9.1	Alanine	205	concoct_spades_11_181_3
2.A.79.1.5	Alanine	168	concoct_spades_11_68_7
3.A.1.12.1	Alanine	305	concoct_spades_11_54_6
3.A.1.3.2	Alanine	325	concoct_spades_11_239_1
3.A.1.3.23	Alanine	272	concoct_spades_11_239_1
3.A.1.4.1	Alanine	243	concoct_spades_11_5_13
3.A.1.4.1	Phenylalanine	243	concoct_spades_11_5_13
3.A.1.4.10	Alanine	243	concoct_spades_11_5_13
3.A.1.4.2	Alanine	175	concoct_spades_11_5_13
3.A.1.4.8	Alanine	231	concoct_spades_11_5_13
3.A.1.5.3	Alanine	317	concoct_spades_11_201_2
3.A.1.5.38	Alanine	251	concoct_spades_11_201_3
2.A.25.1.10	Alanine	229	maxbin2.megahit.017_30_11
2.A.25.1.2	Alanine	167	maxbin2.megahit.017_30_11
2.A.25.1.3	Alanine	391	maxbin2.megahit.017_30_11
2.A.25.1.5	Alanine	227	maxbin2.megahit.017_30_11
2.A.25.1.9	Alanine	396	maxbin2.megahit.017_30_11
3.A.1.12.1	Alanine	329	maxbin2.megahit.017_23_24
3.A.1.3.2	Alanine	338	maxbin2.megahit.017_53_35
3.A.1.3.23	Alanine	246	maxbin2.megahit.017_9_5
3.A.1.4.1	Alanine	298	maxbin2.megahit.017_131_8
3.A.1.4.1	Phenylalanine	298	maxbin2.megahit.017_131_8
3.A.1.4.10	Alanine	298	maxbin2.megahit.017_131_8
3.A.1.4.2	Alanine	204	maxbin2.megahit.017_131_11
3.A.1.4.8	Alanine	259	maxbin2.megahit.017_131_11
3.A.1.5.3	Alanine	230	maxbin2.megahit.017_141_9
3.A.1.5.38	Alanine	186	maxbin2.megahit.017_141_9
3.A.1.3.2	Alanine	163	maxbin2.spades.001_1_1461
3.A.1.12.1	Alanine	399	maxbin2.spades.006_15_18
3.A.1.3.2	Alanine	336	maxbin2.spades.006_2_134
3.A.1.3.23	Alanine	260	maxbin2.spades.006_2_73
3.A.1.4.1	Alanine	342	maxbin2.spades.006_6_162
3.A.1.4.1	Phenylalanine	342	maxbin2.spades.006_6_162
3.A.1.4.10	Alanine	342	maxbin2.spades.006_6_162
3.A.1.4.2	Alanine	209	maxbin2.spades.006_6_165
3.A.1.4.8	Alanine	267	maxbin2.spades.006_6_165
3.A.1.5.3	Alanine	411	maxbin2.spades.006_2_286
3.A.1.5.38	Alanine	294	maxbin2.spades.006_2_285
2.A.23.3.1	Alanine	164	maxbin2.spades.028_6_33
2.A.23.3.2	Alanine	151	maxbin2.spades.028_6_33
2.A.25.1.10	Alanine	293	maxbin2.spades.028_115_6
2.A.25.1.2	Alanine	712	maxbin2.spades.028_115_6
2.A.25.1.3	Alanine	264	maxbin2.spades.028_115_6
2.A.25.1.5	Alanine	350	maxbin2.spades.028_115_6
2.A.25.1.9	Alanine	241	maxbin2.spades.028_115_6
2.A.3.10.1	Phenylalanine	238	maxbin2.spades.028_45_7
2.A.3.10.18	Phenylalanine	188	maxbin2.spades.028_106_2
2.A.3.10.22	Alanine	244	maxbin2.spades.028_45_7
2.A.3.10.22	Phenylalanine	244	maxbin2.spades.028_45_7
2.A.3.1.1	Alanine	572	maxbin2.spades.028_45_7
2.A.3.1.1	Phenylalanine	572	maxbin2.spades.028_45_7
2.A.3.1.12	Phenylalanine	374	maxbin2.spades.028_16_26
2.A.3.1.17	Alanine	348	maxbin2.spades.028_106_2
2.A.3.1.2	Alanine	479	maxbin2.spades.028_106_2
2.A.3.1.2	Phenylalanine	479	maxbin2.spades.028_106_2
2.A.3.1.20	Alanine	306	maxbin2.spades.028_106_2
2.A.3.1.22	Phenylalanine	214	maxbin2.spades.028_16_26
2.A.3.1.3	Phenylalanine	391	maxbin2.spades.028_106_2
2.A.3.1.5	Alanine	697	maxbin2.spades.028_16_26
3.A.1.12.1	Alanine	321	maxbin2.spades.028_69_8
3.A.1.3.2	Alanine	317	maxbin2.spades.028_106_8
3.A.1.3.23	Alanine	258	maxbin2.spades.028_106_8
3.A.1.4.1	Alanine	334	maxbin2.spades.028_24_33
3.A.1.4.1	Phenylalanine	334	maxbin2.spades.028_24_33
3.A.1.4.10	Alanine	334	maxbin2.spades.028_24_33
3.A.1.4.2	Alanine	224	maxbin2.spades.028_24_30
3.A.1.4.8	Alanine	273	maxbin2.spades.028_24_30
3.A.1.5.3	Alanine	387	maxbin2.spades.028_122_7
3.A.1.5.38	Alanine	294	maxbin2.spades.028_122_6
3.A.1.3.2	Alanine	329	metabat1.megahit.20_7_192
3.A.1.3.23	Alanine	246	metabat1.megahit.20_7_192
3.A.1.5.3	Alanine	372	metabat1.megahit.20_10_7
3.A.1.5.38	Alanine	276	metabat1.megahit.20_3_187
2.A.22.4.3	Alanine	184	metabat1.spades.2_57_47
2.A.25.1.10	Alanine	216	metabat1.spades.2_57_51
2.A.25.1.2	Alanine	172	metabat1.spades.2_57_160
2.A.25.1.3	Alanine	256	metabat1.spades.2_57_160
2.A.25.1.5	Alanine	225	metabat1.spades.2_57_160
2.A.25.1.9	Alanine	276	metabat1.spades.2_57_160
3.A.1.12.1	Alanine	320	metabat1.spades.2_106_93
3.A.1.3.2	Alanine	321	metabat1.spades.2_80_196
3.A.1.3.23	Alanine	267	metabat1.spades.2_80_196
3.A.1.4.1	Alanine	281	metabat1.spades.2_57_35
3.A.1.4.1	Phenylalanine	281	metabat1.spades.2_57_35
3.A.1.4.10	Alanine	281	metabat1.spades.2_57_35
3.A.1.4.2	Alanine	187	metabat1.spades.2_57_35
3.A.1.4.8	Alanine	242	metabat1.spades.2_57_35
3.A.1.5.3	Alanine	383	metabat1.spades.2_24_106
3.A.1.5.38	Alanine	292	metabat1.spades.2_24_105
3.A.1.3.2	Alanine	283	metabat2.megahit.14_5_2
3.A.1.3.23	Alanine	238	metabat2.megahit.14_5_2
3.A.1.5.3	Alanine	313	metabat2.megahit.14_40_12
3.A.1.5.38	Alanine	249	metabat2.megahit.14_40_12
3.A.1.12.1	Alanine	376	metabat2.megahit.24_23_75
3.A.1.3.2	Alanine	317	metabat2.megahit.24_5_11
3.A.1.3.23	Alanine	277	metabat2.megahit.24_34_49
3.A.1.4.1	Alanine	301	metabat2.megahit.24_33_6
3.A.1.4.1	Phenylalanine	301	metabat2.megahit.24_33_6
3.A.1.4.10	Alanine	301	metabat2.megahit.24_33_6
3.A.1.4.2	Alanine	214	metabat2.megahit.24_33_6
3.A.1.4.8	Alanine	271	metabat2.megahit.24_33_6
3.A.1.5.3	Alanine	377	metabat2.megahit.24_11_33
3.A.1.5.38	Alanine	292	metabat2.megahit.24_27_45
2.A.23.3.1	Alanine	202	metabat2.megahit.33_14_71
2.A.25.1.10	Alanine	306	metabat2.megahit.33_10_20
2.A.25.1.2	Alanine	209	metabat2.megahit.33_10_20
2.A.25.1.3	Alanine	386	metabat2.megahit.33_56_3
2.A.25.1.5	Alanine	306	metabat2.megahit.33_10_20
2.A.25.1.9	Alanine	411	metabat2.megahit.33_56_3
2.A.79.1.5	Alanine	164	metabat2.megahit.33_22_89
3.A.1.12.1	Alanine	186	metabat2.megahit.33_14_42
3.A.1.3.2	Alanine	295	metabat2.megahit.33_69_3
3.A.1.3.23	Alanine	247	metabat2.megahit.33_69_3
3.A.1.4.1	Alanine	348	metabat2.megahit.33_75_78
3.A.1.4.1	Phenylalanine	348	metabat2.megahit.33_75_78
3.A.1.4.10	Alanine	348	metabat2.megahit.33_75_78
3.A.1.4.2	Alanine	218	metabat2.megahit.33_51_32
3.A.1.4.8	Alanine	263	metabat2.megahit.33_75_75
3.A.1.5.3	Alanine	328	metabat2.megahit.33_2_8
3.A.1.5.38	Alanine	278	metabat2.megahit.33_2_8
2.A.22.4.3	Alanine	179	metabat2.spades.15_4_121
2.A.23.3.1	Alanine	217	metabat2.spades.15_20_1
2.A.25.1.10	Alanine	254	metabat2.spades.15_28_24
2.A.25.1.2	Alanine	179	metabat2.spades.15_28_24
2.A.25.1.3	Alanine	407	metabat2.spades.15_28_24
2.A.25.1.5	Alanine	273	metabat2.spades.15_28_24
2.A.25.1.9	Alanine	432	metabat2.spades.15_28_24
3.A.1.3.2	Alanine	509	metabat2.spades.15_8_24
3.A.1.3.23	Alanine	274	metabat2.spades.15_8_26
3.A.1.5.3	Alanine	379	metabat2.spades.15_30_4
3.A.1.5.38	Alanine	285	metabat2.spades.15_1_59
3.A.1.3.2	Alanine	300	metabat2.spades.18_12_18
3.A.1.3.23	Alanine	254	metabat2.spades.18_12_18
3.A.1.4.1	Alanine	331	metabat2.spades.18_51_4
3.A.1.4.1	Phenylalanine	331	metabat2.spades.18_51_4
